id,sensorId,observationDate,julianDateUTC,verticalPosition,windSpeed,windDirection,windGust,qualityFlag,qartodFlags
954820,2377,2023-04-08 20:30:00.000,2023098.355555,1.50,17.51,186.2,21.23,3,0000-0000-0000
954828,2377,2023-04-08 21:00:00.000,2023098.376388,1.50,16.75,185.2,20.60,3,0000-0000-0000
954839,2377,2023-04-08 21:30:00.000,2023098.397222,1.50,17.24,188.0,21.63,3,0000-0000-0000
954847,2377,2023-04-08 22:00:00.000,2023098.418055,1.50,16.87,181.4,20.53,3,0000-0000-0000
954858,2377,2023-04-08 22:30:00.000,2023098.438888,1.50,13.91,182.0,17.07,3,0000-0000-0000
954866,2377,2023-04-08 23:00:00.000,2023098.459722,1.50,18.82,180.3,22.60,3,0000-0000-0000
954877,2377,2023-04-08 23:30:00.000,2023098.480555,1.50,17.06,186.2,20.00,3,0000-0000-0000
954885,2377,2023-04-09 00:00:00.000,2023098.501388,1.50,8.67,252.0,13.57,3,0000-0000-0000
954896,2377,2023-04-09 00:30:00.000,2023098.522222,1.50,9.37,231.1,11.07,3,0000-0000-0000
954903,2377,2023-04-09 01:00:00.000,2023098.543055,1.50,11.19,233.3,14.00,3,0000-0000-0000
954915,2377,2023-04-09 01:30:00.000,2023098.563888,1.50,11.33,222.2,14.17,3,0000-0000-0000
954923,2377,2023-04-09 02:00:00.000,2023098.584722,1.50,11.97,201.0,14.20,3,0000-0000-0000
954934,2377,2023-04-09 02:30:00.000,2023098.605555,1.50,11.84,187.1,14.87,3,0000-0000-0000
954942,2377,2023-04-09 03:00:00.000,2023098.626388,1.50,10.55,207.4,12.90,3,0000-0000-0000
954953,2377,2023-04-09 03:30:00.000,2023098.647222,1.50,9.79,229.0,13.47,3,0000-0000-0000
954960,2377,2023-04-09 04:00:00.000,2023098.668055,1.50,12.39,220.1,15.20,3,0000-0000-0000
954971,2377,2023-04-09 04:30:00.000,2023098.688889,1.50,9.13,224.5,11.70,3,0000-0000-0000
954979,2377,2023-04-09 05:00:00.000,2023098.709722,1.50,8.76,205.0,11.07,3,0000-0000-0000
954990,2377,2023-04-09 05:30:00.000,2023098.730555,1.50,9.42,218.7,11.53,3,0000-0000-0000
954998,2377,2023-04-09 06:00:00.000,2023098.751389,1.50,9.40,211.4,10.90,3,0000-0000-0000
955009,2377,2023-04-09 06:30:00.000,2023098.772222,1.50,7.92,198.3,9.70,3,0000-0000-0000
955017,2377,2023-04-09 07:00:00.000,2023098.793055,1.50,7.11,186.0,8.37,3,0000-0000-0000
955026,2377,2023-04-09 07:30:00.000,2023098.813889,1.50,8.52,182.2,10.20,3,0000-0000-0000
955036,2377,2023-04-09 08:00:00.000,2023098.834722,1.50,8.63,179.6,10.23,3,0000-0000-0000
955047,2377,2023-04-09 08:30:00.000,2023098.855555,1.50,6.53,198.0,7.97,3,0000-0000-0000
955055,2377,2023-04-09 09:00:00.000,2023098.876389,1.50,5.60,248.4,6.80,3,0000-0000-0000
955060,2377,2023-04-09 09:30:00.000,2023098.897222,1.50,5.94,242.3,8.03,3,0000-0000-0000
955084,2377,2023-04-09 10:00:00.000,2023098.918055,1.50,7.40,273.1,8.87,3,0000-0000-0000
955085,2377,2023-04-09 10:30:00.000,2023098.938889,1.50,5.50,265.8,6.93,3,0000-0000-0000
955101,2377,2023-04-09 11:00:00.000,2023098.959722,1.50,4.78,288.6,5.77,3,0000-0000-0000
955102,2377,2023-04-09 11:30:00.000,2023098.980555,1.50,6.05,285.3,6.90,3,0000-0000-0000
955106,2377,2023-04-09 12:00:00.000,2023099.001388,1.50,6.41,303.1,7.77,3,0000-0000-0000
955116,2377,2023-04-09 12:30:00.000,2023099.022222,1.50,5.29,315.3,6.23,3,0000-0000-0000
955122,2377,2023-04-09 13:00:00.000,2023099.043055,1.50,4.95,333.2,6.53,3,0000-0000-0000
955132,2377,2023-04-09 13:30:00.000,2023099.063888,1.50,4.56,344.2,5.83,3,0000-0000-0000
